"User","ID","Display Name","Discriminator","Nickname","Mention","Color","Avatar URL","Joined Date","Created Date","Boosted Date","Top Role","Admin","Add Reactions","Admin","Attach Files","Ban Members","Change Nickname","Connect to Voice","Create Invites","Deafen Others","Embed Links","External Emojis","Kick Members","Manage Channels","Manage Emojis","Manage Server","Manage Messages","Manage Nicknames","Manage Roles","Manage Webhooks","Mention everyone","Move Members","Mute Members","Priority Speaker","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","View Audit Log","View Server Insights","@everyone","NFTfi","MemberList","Apollo","artbot","Bot Magician","Server Booster","Artist","Curated Artist","Curator","Mod"
"Handts#4060","308767403985076225","Handts","#4060","","<@308767403985076225>","#000000","https://cdn.discordapp.com/avatars/308767403985076225/a1ec24865ee0fae5ac4d899a30768d85.webp?size=1024","2021-02-28","2017-05-02","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"IamKey#9024","348585079657988096","IamKey","#9024","","<@348585079657988096>","#000000","https://cdn.discordapp.com/avatars/348585079657988096/6739b768be705f2d34e8afab36a2fd44.webp?size=1024","2021-02-22","2017-08-19","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"mazzi#8519","364171022863433730","mazzi","#8519","","<@364171022863433730>","#000000","https://cdn.discordapp.com/avatars/364171022863433730/c97860ba7c3fa616ce7097d038157746.webp?size=1024","2021-01-27","2017-10-01","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"bwpunks#9990","790100289671790614","bwpunks","#9990","","<@790100289671790614>","#000000","https://cdn.discordapp.com/avatars/790100289671790614/02b1d7ab6cc892d40e723dd1d927d1e0.webp?size=1024","2021-03-03","2020-12-20","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"si_o#1367","357253320265564161","si_o","#1367","","<@357253320265564161>","#000000","https://cdn.discordapp.com/avatars/357253320265564161/829e46360953e886359129632cf0edbf.webp?size=1024","2021-02-28","2017-09-12","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"verybadacid#6064","803853527972577313","verybadacid","#6064","","<@803853527972577313>","#000000","https://cdn.discordapp.com/avatars/803853527972577313/b13cf207a9c9fa135e29bbf04bd97c35.webp?size=1024","2021-04-06","2021-01-27","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"wheeeeeeeler#4885","345758525894688778","wheeeeeeeler","#4885","","<@345758525894688778>","#000000","https://cdn.discordapp.com/avatars/345758525894688778/a_384b84732ccf7c129e6d0a83cddbfb84.gif?size=1024","2021-03-04","2017-08-12","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"greyhound#0762","399537128725282816","greyhound","#0762","","<@399537128725282816>","#000000","https://cdn.discordapp.com/avatars/399537128725282816/dd9693e3a13080e5e5da170476911d59.webp?size=1024","2021-02-23","2018-01-07","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"Vii#7338","612219060675149833","Vii","#7338","","<@612219060675149833>","#000000","https://cdn.discordapp.com/avatars/612219060675149833/d48cca86194dc11064cd476cbc0a4d1f.webp?size=1024","2020-12-23","2019-08-17","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"Max_Power#3795","797955207853113416","Max_Power","#3795","","<@797955207853113416>","#000000","https://cdn.discordapp.com/avatars/797955207853113416/f70396115be2b6577e4aecb97336e1ef.webp?size=1024","2021-01-16","2021-01-10","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"SimbaEOD#7637","207648129078525952","SimbaEOD","#7637","","<@207648129078525952>","#000000","https://cdn.discordapp.com/avatars/207648129078525952/7a120d7ab7f3709eeaa21b56dd0394c8.webp?size=1024","2021-01-08","2016-07-26","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"cryptofarian#7016","781029129104785450","cryptofarian","#7016","","<@781029129104785450>","#000000","https://cdn.discordapp.com/avatars/781029129104785450/0687b9c8ae8449b51868bdb3477d6ed3.webp?size=1024","2021-03-27","2020-11-25","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"VladR#9219","739907418942865458","VladR","#9219","","<@739907418942865458>","#000000","https://cdn.discordapp.com/avatars/739907418942865458/c3628618ca4d9bf1190575f137a7bade.webp?size=1024","2021-03-06","2020-08-03","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"cyspam1920#4722","707658124517179392","cyspam1920","#4722","","<@707658124517179392>","#000000","https://cdn.discordapp.com/avatars/707658124517179392/8aa120b1c9e47062b6202a5bc6b01d69.webp?size=1024","2021-02-17","2020-05-06","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"1eo#3263","822137809388437515","1eo","#3263","","<@822137809388437515>","#000000","https://cdn.discordapp.com/avatars/822137809388437515/1bbe2d4cd89539f0873131860f00a3b4.webp?size=1024","2021-03-18","2021-03-18","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"radarboy3000#9766","552331551094865932","radarboy3000","#9766","","<@552331551094865932>","#e67e22","https://cdn.discordapp.com/avatars/552331551094865932/49caa41ab683e6017173cc2672be6375.webp?size=1024","2020-12-01","2019-03-05","","Artist","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","Mention everyone","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","Artist","","",""
"VonCosmic#7728","806995074196963448","VonCosmic","#7728","","<@806995074196963448>","#000000","https://cdn.discordapp.com/avatars/806995074196963448/ef904b35b9eb11a5feec3c71ce4e1b07.webp?size=1024","2021-02-27","2021-02-04","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"Nerte#1804","569436053602041856","Nerte","#1804","","<@569436053602041856>","#000000","https://cdn.discordapp.com/avatars/569436053602041856/f52b7a791e175973364a018a0944be1d.webp?size=1024","2021-04-11","2019-04-21","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"NFTyArchitect#0704","802379096952012810","NFTyArchitect","#0704","","<@802379096952012810>","#e91e63","https://cdn.discordapp.com/avatars/802379096952012810/21b77e382660e737ca3f3118f09d0df8.webp?size=1024","2021-01-23","2021-01-23","","Mod","","Add Reactions","","Attach Files","Ban Members","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","Kick Members","Manage Channels","Manage Emojis","Manage Server","Manage Messages","Manage Nicknames","Manage Roles","Manage Webhooks","Mention everyone","","Mute Members","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","View Audit Log","","@everyone","","","","","","","","","Curator","Mod"
"secr23#6366","735279471845965827","secr23","#6366","","<@735279471845965827>","#000000","https://cdn.discordapp.com/avatars/735279471845965827/defad89de9fcee857941f59cd38990f6.webp?size=1024","2021-03-28","2020-07-21","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"DANNY#4880","547972853174239234","DANNY","#4880","","<@547972853174239234>","#000000","https://cdn.discordapp.com/avatars/547972853174239234/57bf493ace743442a1a767dc170d91c9.webp?size=1024","2021-01-23","2019-02-21","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"DeRezzed#6249","255780081467785216","DeRezzed","#6249","","<@255780081467785216>","#000000","https://cdn.discordapp.com/avatars/255780081467785216/2d000944ac980f53a74cb11ab12243d6.webp?size=1024","2021-03-30","2016-12-06","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"Zachw#7701","741097750170435615","Zachw","#7701","","<@741097750170435615>","#000000","https://cdn.discordapp.com/embed/avatars/1.png","2021-04-29","2020-08-07","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"AceAndCo#7939","549329406674599939","AceAndCo","#7939","","<@549329406674599939>","#000000","https://cdn.discordapp.com/avatars/549329406674599939/5ba7f5caf4bd289e719a2d4d7a37b40a.webp?size=1024","2021-04-28","2019-02-24","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"livingpresence#0324","805470948668211242","livingpresence","#0324","","<@805470948668211242>","#000000","https://cdn.discordapp.com/embed/avatars/4.png","2021-03-06","2021-01-31","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"fascinated#6969","355545372954722304","fascinated","#6969","","<@355545372954722304>","#000000","https://cdn.discordapp.com/avatars/355545372954722304/b5db33c522dc65d0a4cee4b0514b69f8.webp?size=1024","2021-03-17","2017-09-08","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"MATTΞ#0164","629516351542919168","MATTΞ","#0164","","<@629516351542919168>","#000000","https://cdn.discordapp.com/avatars/629516351542919168/d36c5632d28824b2cc2350b6acea75d7.webp?size=1024","2021-03-17","2019-10-04","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"DwightC#7281","752348508882862091","DwightC","#7281","","<@752348508882862091>","#000000","https://cdn.discordapp.com/avatars/752348508882862091/0fdfb0840a4ea2a696be72302f7167ef.webp?size=1024","2020-12-16","2020-09-07","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"leo_clark#2267","832477909486665749","leo_clark","#2267","","<@832477909486665749>","#000000","https://cdn.discordapp.com/avatars/832477909486665749/9537ae6f8c790222b1cc71cab7909d1a.webp?size=1024","2021-04-30","2021-04-16","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"NMDGI#4723","662672743786872873","NMDGI","#4723","","<@662672743786872873>","#000000","https://cdn.discordapp.com/avatars/662672743786872873/14f0f0eed78b19a581d07934ab88f940.webp?size=1024","2021-03-14","2020-01-03","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"llacorte#2281","812700886719528980","llacorte","#2281","","<@812700886719528980>","#000000","https://cdn.discordapp.com/embed/avatars/1.png","2021-02-25","2021-02-20","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"lazygamersam#6799","739512692959740035","lazygamersam","#6799","","<@739512692959740035>","#000000","https://cdn.discordapp.com/embed/avatars/4.png","2021-02-25","2020-08-02","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"Govi#1319","817410026892820580","Govi","#1319","","<@817410026892820580>","#000000","https://cdn.discordapp.com/embed/avatars/4.png","2021-03-08","2021-03-05","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"MikeMDV#1691","755622224903274546","MikeMDV","#1691","","<@755622224903274546>","#000000","https://cdn.discordapp.com/avatars/755622224903274546/544616edae25985d98ff0230d0881165.webp?size=1024","2021-04-11","2020-09-16","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"marc#2456","705913150641405953","marc","#2456","","<@705913150641405953>","#000000","https://cdn.discordapp.com/avatars/705913150641405953/f044b564b2544e42a3a6e25f569f6d7f.webp?size=1024","2021-03-14","2020-05-01","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"Rav3nActual#7026","379072257768685568","Rav3nActual","#7026","","<@379072257768685568>","#000000","https://cdn.discordapp.com/avatars/379072257768685568/b38a25337c1ae103eff568fd55247eeb.webp?size=1024","2021-04-27","2017-11-12","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"Hudu#9271","277187452148645889","Hudu","#9271","","<@277187452148645889>","#000000","https://cdn.discordapp.com/avatars/277187452148645889/417a39239e2d2e73f20848bf8b1d5dc8.webp?size=1024","2021-03-26","2017-02-03","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"knnlrts#2396","713174583615815812","knnlrts","#2396","","<@713174583615815812>","#000000","https://cdn.discordapp.com/embed/avatars/1.png","2021-02-24","2020-05-21","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"wb#4404","821585651345391625","wb","#4404","","<@821585651345391625>","#000000","https://cdn.discordapp.com/embed/avatars/4.png","2021-03-17","2021-03-17","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"pigz#2431","815057193963225088","pigz","#2431","","<@815057193963225088>","#000000","https://cdn.discordapp.com/avatars/815057193963225088/5f02923d1f6248b3a2279d13920f424d.webp?size=1024","2021-03-01","2021-02-27","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"jln.lnrd#9777","756864061035249745","jln.lnrd","#9777","","<@756864061035249745>","#000000","https://cdn.discordapp.com/avatars/756864061035249745/eee6bd8e459eda10eb66cedd4cee6b10.webp?size=1024","2021-03-06","2020-09-19","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"DePudding#3700","494868234772676608","DePudding","#3700","","<@494868234772676608>","#000000","https://cdn.discordapp.com/embed/avatars/0.png","2021-03-23","2018-09-27","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"madwell#4645","806203892067991593","madwell","#4645","","<@806203892067991593>","#000000","https://cdn.discordapp.com/avatars/806203892067991593/a06ab3287904e187295267ff835cdc40.webp?size=1024","2021-03-16","2021-02-02","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"Vitalii#8202","742440738700132482","Vitalii","#8202","","<@742440738700132482>","#000000","https://cdn.discordapp.com/embed/avatars/2.png","2021-02-12","2020-08-10","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"FlavoredBuffalo#2933","794445776930865193","FlavoredBuffalo","#2933","","<@794445776930865193>","#000000","https://cdn.discordapp.com/embed/avatars/3.png","2021-03-19","2021-01-01","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"cycleman4#7822","816389658953908274","cycleman4","#7822","","<@816389658953908274>","#000000","https://cdn.discordapp.com/embed/avatars/2.png","2021-03-02","2021-03-02","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"MikeBob#7578","757072736383402067","MikeBob","#7578","","<@757072736383402067>","#000000","https://cdn.discordapp.com/embed/avatars/3.png","2021-02-07","2020-09-20","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"fielding#6393","417454883537420288","fielding","#6393","","<@417454883537420288>","#000000","https://cdn.discordapp.com/avatars/417454883537420288/0ce420ce7d3932838c81cc36eca0d991.webp?size=1024","2021-04-07","2018-02-25","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"Kakunki#0135","821821368257609799","Kakunki","#0135","","<@821821368257609799>","#000000","https://cdn.discordapp.com/embed/avatars/0.png","2021-03-17","2021-03-17","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"Artefactuum#9816","816702059524521985","Artefactuum","#9816","","<@816702059524521985>","#000000","https://cdn.discordapp.com/embed/avatars/1.png","2021-03-10","2021-03-03","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"cryptogm44#9043","793411041610301471","cryptogm44","#9043","","<@793411041610301471>","#000000","https://cdn.discordapp.com/embed/avatars/3.png","2021-02-08","2020-12-29","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"El_Banan#8707","747619296200622172","El_Banan","#8707","","<@747619296200622172>","#000000","https://cdn.discordapp.com/avatars/747619296200622172/e9464331c5966926b5b174253669d58e.webp?size=1024","2021-04-21","2020-08-25","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"askAnam#9415","821149892801855489","askAnam","#9415","","<@821149892801855489>","#000000","https://cdn.discordapp.com/avatars/821149892801855489/cbc318d580a812b3eade5c43572e48b1.webp?size=1024","2021-03-15","2021-03-15","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
