"User","ID","Display Name","Discriminator","Nickname","Mention","Color","Avatar URL","Joined Date","Created Date","Boosted Date","Top Role","Admin","Add Reactions","Admin","Attach Files","Ban Members","Change Nickname","Connect to Voice","Create Invites","Deafen Others","Embed Links","External Emojis","Kick Members","Manage Channels","Manage Emojis","Manage Server","Manage Messages","Manage Nicknames","Manage Roles","Manage Webhooks","Mention everyone","Move Members","Mute Members","Priority Speaker","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","View Audit Log","View Server Insights","@everyone","NFTfi","MemberList","Apollo","artbot","Bot Magician","Server Booster","Artist","Curated Artist","Curator","Mod"
"Lukas Azevedo#6635","176149549990150144","Lukas Azevedo","#6635","","<@176149549990150144>","#000000","https://cdn.discordapp.com/avatars/176149549990150144/efe2787308cfc4ece6540cd5a0d10f5c.webp?size=1024","2021-01-03","2016-05-01","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"PUMPnJUMP#7015","407900704888324106","PUMPnJUMP","#7015","","<@407900704888324106>","#000000","https://cdn.discordapp.com/avatars/407900704888324106/c4c5a0274d90a926e000b41d1635e331.webp?size=1024","2021-02-16","2018-01-30","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"Aal#7728","804369882513932350","Aal","#7728","","<@804369882513932350>","#000000","https://cdn.discordapp.com/embed/avatars/3.png","2021-03-05","2021-01-28","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"fugeela#4195","821528237296582708","fugeela","#4195","","<@821528237296582708>","#000000","https://cdn.discordapp.com/embed/avatars/0.png","2021-04-05","2021-03-16","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"Hudah#5940","359494109141925888","Hudah","#5940","","<@359494109141925888>","#000000","https://cdn.discordapp.com/avatars/359494109141925888/e89a8caa4000d7c782a00953eb4df10e.webp?size=1024","2021-03-08","2017-09-19","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"Balon#2612","816349240107204618","Balon","#2612","","<@816349240107204618>","#000000","https://cdn.discordapp.com/avatars/816349240107204618/6496b92d524176e85b85c3d387df6a93.webp?size=1024","2021-03-04","2021-03-02","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"ct#5818","817661052237643776","ct","#5818","","<@817661052237643776>","#000000","https://cdn.discordapp.com/embed/avatars/3.png","2021-03-06","2021-03-06","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"dribnet#1070","637804679203389462","dribnet","#1070","","<@637804679203389462>","#000000","https://cdn.discordapp.com/avatars/637804679203389462/03d981f7671e307c7421db905c38bf6c.webp?size=1024","2021-03-18","2019-10-27","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"_NotAnExit#5121","822821050911162419","_NotAnExit","#5121","","<@822821050911162419>","#000000","https://cdn.discordapp.com/avatars/822821050911162419/75e9cafc0b9a99a0f7cdbf14e263a08c.webp?size=1024","2021-03-20","2021-03-20","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"moΞnnΞs#0359","212230976535920640","moΞnnΞs","#0359","","<@212230976535920640>","#000000","https://cdn.discordapp.com/avatars/212230976535920640/b43f1f30a3cd0db3ffffd358a29e2a42.webp?size=1024","2021-02-24","2016-08-08","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"forager#7144","437720101039374346","forager","#7144","","<@437720101039374346>","#000000","https://cdn.discordapp.com/avatars/437720101039374346/ce81989018a11d173ba3aaed6fcce70c.webp?size=1024","2021-03-31","2018-04-22","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"Jwarnzey#3023","830315053310935050","Jwarnzey","#3023","","<@830315053310935050>","#000000","https://cdn.discordapp.com/embed/avatars/3.png","2021-04-28","2021-04-10","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"macbeth#8258","776920696017911829","macbeth","#8258","","<@776920696017911829>","#000000","https://cdn.discordapp.com/avatars/776920696017911829/5402ac174b70d4ef11e5389e83a6e095.webp?size=1024","2021-01-03","2020-11-13","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"Pancit Canton#1991","360274071813881867","Pancit Canton","#1991","","<@360274071813881867>","#000000","https://cdn.discordapp.com/avatars/360274071813881867/d2ff4e2c95c833392c5b1c167c32aee8.webp?size=1024","2021-02-23","2017-09-21","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"GVale McGVee#3979","408550126856962048","GVale McGVee","#3979","","<@408550126856962048>","#000000","https://cdn.discordapp.com/avatars/408550126856962048/4a82e7362f28f3e584765f350236d6de.webp?size=1024","2021-02-16","2018-02-01","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"Crypto-Art777#4364","823549128003944500","Crypto-Art777","#4364","","<@823549128003944500>","#000000","https://cdn.discordapp.com/avatars/823549128003944500/50c2190990658b290926ca0a97498898.webp?size=1024","2021-03-22","2021-03-22","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"RantumBits#3834","812713019058552842","RantumBits","#3834","","<@812713019058552842>","#000000","https://cdn.discordapp.com/avatars/812713019058552842/a6bd93eb846782e6caa180fcadc14541.webp?size=1024","2021-04-21","2021-02-20","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"adhere#3587","824664644299522089","adhere","#3587","","<@824664644299522089>","#000000","https://cdn.discordapp.com/embed/avatars/2.png","2021-03-25","2021-03-25","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"artandprograms#6301","835509787575189524","artandprograms","#6301","","<@835509787575189524>","#000000","https://cdn.discordapp.com/embed/avatars/1.png","2021-04-24","2021-04-24","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"houseofjpg#1325","656616919595483136","houseofjpg","#1325","","<@656616919595483136>","#000000","https://cdn.discordapp.com/avatars/656616919595483136/fd91ac9def35b93274114d8deb075d55.webp?size=1024","2021-04-13","2019-12-17","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"ffortruth#6177","806087241482633226","ffortruth","#6177","","<@806087241482633226>","#000000","https://cdn.discordapp.com/embed/avatars/2.png","2021-02-24","2021-02-02","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"CryptoTARS#5863","334813437320232961","CryptoTARS","#5863","","<@334813437320232961>","#000000","https://cdn.discordapp.com/avatars/334813437320232961/6e352483aa383fe16245ba90fcfd1cfc.webp?size=1024","2021-03-03","2017-07-12","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"Alex Figini Art#6635","700364871002488982","Alex Figini Art","#6635","","<@700364871002488982>","#000000","https://cdn.discordapp.com/avatars/700364871002488982/4dcb8ceccc06a323f633752a43c52c37.webp?size=1024","2021-03-14","2020-04-16","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"Ya&&#3835","403408072690761749","Ya&&","#3835","","<@403408072690761749>","#000000","https://cdn.discordapp.com/avatars/403408072690761749/4894c902fb61e2c1234cb5990db668fc.webp?size=1024","2021-03-01","2018-01-18","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"Saiman#0948","189845509991694337","Saiman","#0948","","<@189845509991694337>","#000000","https://cdn.discordapp.com/avatars/189845509991694337/65366fe986b72ebdf646242166196d6a.webp?size=1024","2021-03-23","2016-06-07","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"idfx#4183","450017754163052544","idfx","#4183","","<@450017754163052544>","#000000","https://cdn.discordapp.com/avatars/450017754163052544/74e0040b56f0ba2150eb780d3713d45f.webp?size=1024","2021-02-10","2018-05-26","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"Raphys#7901","743436965508022293","Raphys","#7901","","<@743436965508022293>","#000000","https://cdn.discordapp.com/embed/avatars/1.png","2021-02-09","2020-08-13","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"mmore#5225","677937028993646594","mmore","#5225","","<@677937028993646594>","#000000","https://cdn.discordapp.com/embed/avatars/0.png","2021-03-25","2020-02-14","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"Grumo#2618","796086681366954015","Grumo","#2618","","<@796086681366954015>","#e67e22","https://cdn.discordapp.com/avatars/796086681366954015/ab7932a48eeece3339b62772f4a6db0e.webp?size=1024","2021-01-05","2021-01-05","","Artist","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","Mention everyone","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","Artist","","",""
"kllllllllllllll#6401","804087306129637386","kllllllllllllll","#6401","","<@804087306129637386>","#000000","https://cdn.discordapp.com/embed/avatars/1.png","2021-04-29","2021-01-27","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"coGoyo#1856","484181268443955210","coGoyo","#1856","","<@484181268443955210>","#000000","https://cdn.discordapp.com/avatars/484181268443955210/7c077a887d7da7d183d13d9c38f52f8b.webp?size=1024","2021-02-01","2018-08-29","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"mckeeboards#8194","823927116705562656","mckeeboards","#8194","","<@823927116705562656>","#000000","https://cdn.discordapp.com/embed/avatars/4.png","2021-03-23","2021-03-23","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"hjalmar.astrom#5087","819542825376415765","Hjalmar Åström","#5087","Hjalmar Åström","<@!819542825376415765>","#000000","https://cdn.discordapp.com/avatars/819542825376415765/86f8b691ba895cee0b8b08daca4c3148.webp?size=1024","2021-03-11","2021-03-11","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"emilyh#2463","735897202752487487","emilyh","#2463","","<@735897202752487487>","#000000","https://cdn.discordapp.com/embed/avatars/3.png","2021-03-21","2020-07-23","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"Dereek69#4423","238490850424782848","Dereek69","#4423","","<@238490850424782848>","#000000","https://cdn.discordapp.com/avatars/238490850424782848/0bf591809ab47ecb0bed26dd63f9a060.webp?size=1024","2021-01-31","2016-10-20","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"kalamarifritti#4016","399726441962536960","kalamarifritti","#4016","","<@399726441962536960>","#000000","https://cdn.discordapp.com/avatars/399726441962536960/ed714992eb4bc52fadae288ef4e5fd4f.webp?size=1024","2021-02-23","2018-01-08","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"Jobarbo#4248","292739904381779977","Jobarbo","#4248","","<@292739904381779977>","#000000","https://cdn.discordapp.com/avatars/292739904381779977/385bf5072e8740979131acc45004840d.webp?size=1024","2021-04-13","2017-03-18","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"maryregueirask8#4939","800325103261843456","maryregueirask8","#4939","","<@800325103261843456>","#000000","https://cdn.discordapp.com/embed/avatars/4.png","2021-03-13","2021-01-17","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"ZuckIn05#6886","355894975394742272","ZuckIn05","#6886","","<@355894975394742272>","#000000","https://cdn.discordapp.com/embed/avatars/1.png","2021-03-19","2017-09-09","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"YOKOMSON#6404","731214494566580306","YOKOMSON","#6404","","<@731214494566580306>","#000000","https://cdn.discordapp.com/embed/avatars/4.png","2021-02-28","2020-07-10","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"luanagomesfjb#0865","799427527188938802","luanagomesfjb","#0865","","<@799427527188938802>","#000000","https://cdn.discordapp.com/embed/avatars/0.png","2021-03-13","2021-01-14","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"jmy#7702","799997971583467540","jmy","#7702","","<@799997971583467540>","#000000","https://cdn.discordapp.com/avatars/799997971583467540/235fe12d04fc508d15d5098772314b78.webp?size=1024","2021-03-03","2021-01-16","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"d_mags#4943","794791815232487484","d_mags","#4943","","<@794791815232487484>","#000000","https://cdn.discordapp.com/embed/avatars/3.png","2021-02-21","2021-01-02","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"devinpleuler#9450","305109357039714307","devinpleuler","#9450","","<@305109357039714307>","#000000","https://cdn.discordapp.com/avatars/305109357039714307/435d618b77e36b11b18960800673b6cb.webp?size=1024","2021-03-14","2017-04-21","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"SYoung#3225","213231743820496897","SYoung","#3225","","<@213231743820496897>","#000000","https://cdn.discordapp.com/avatars/213231743820496897/f1d2040a51bb057dbc11fa4bedabb2af.webp?size=1024","2021-02-21","2016-08-11","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"caribaloha#5456","798582514134155306","caribaloha","#5456","","<@798582514134155306>","#000000","https://cdn.discordapp.com/embed/avatars/1.png","2021-01-18","2021-01-12","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"creez#5333","648820655319547904","creez","#5333","","<@648820655319547904>","#000000","https://cdn.discordapp.com/avatars/648820655319547904/a_4c5216950aacd673786aa603e0b738a2.gif?size=1024","2021-02-15","2019-11-26","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"gouhst#0637","781310932524728370","gouhst","#0637","","<@781310932524728370>","#000000","https://cdn.discordapp.com/avatars/781310932524728370/0551b49ad9e07da2544877221338710f.webp?size=1024","2021-02-27","2020-11-26","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"jayaugust3#9965","800828763134885929","jayaugust3","#9965","","<@800828763134885929>","#000000","https://cdn.discordapp.com/embed/avatars/0.png","2021-03-02","2021-01-18","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"Bernie#1251","803465900975980566","Bernie","#1251","","<@803465900975980566>","#000000","https://cdn.discordapp.com/embed/avatars/1.png","2021-04-21","2021-01-26","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"SmilingLllama#6697","477952391573012480","SmilingLllama","#6697","","<@477952391573012480>","#000000","https://cdn.discordapp.com/avatars/477952391573012480/8841a12dcff01bbff046ed8193fd1b79.webp?size=1024","2021-03-17","2018-08-11","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"0mz#7279","768139407869870110","0mz","#7279","","<@768139407869870110>","#000000","https://cdn.discordapp.com/avatars/768139407869870110/f7e215a0bdc9ce693c28e52053521940.webp?size=1024","2021-02-22","2020-10-20","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"SandroMiccoli#0408","776025826905948161","SandroMiccoli","#0408","","<@776025826905948161>","#000000","https://cdn.discordapp.com/embed/avatars/3.png","2021-03-02","2020-11-11","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
"Eoghan#3796","807252830640930836","Eoghan","#3796","","<@807252830640930836>","#000000","https://cdn.discordapp.com/embed/avatars/1.png","2021-02-05","2021-02-05","","@everyone","","Add Reactions","","Attach Files","","Change Nickname","Connect to Voice","Create Invites","","Embed Links","External Emojis","","","Manage Emojis","","","","","","","","","","Read Message History","View Channels","Request to Speak","Send Messages","Send TTS Messages","Speak","Video","Use Slash Commands","Use Voice Activity","","","@everyone","","","","","","","","","",""
